id,emp_min,pas_min,st_first_id,st_second_id
23043,51,55,52,276
23044,49,53,52,277
23045,46,49,52,278
23046,44,47,52,279
23047,40,43,52,280
23048,34,37,52,282
23049,29,29,52,284
23050,23,23,52,285
23051,17,17,52,286
23052,14,14,52,287
23053,11,11,52,288
23054,5,5,52,289
23055,8,8,52,290
23056,11,11,52,291
23057,13,13,52,292
23058,16,16,52,293
23059,19,19,52,294
23060,22,22,52,295
23061,27,27,52,296
23062,46,46,52,297
23063,42,42,52,298
23064,39,39,52,299
23065,34,34,52,300
23066,30,30,52,301
23067,28,28,52,302
23068,25,25,52,331
23069,28,28,52,303
23070,32,32,52,304
23071,31,31,52,305
23072,31,31,52,306
23073,34,34,52,307
23074,33,33,52,308
23075,30,30,52,309
23076,31,31,52,366
23077,35,35,52,310
23078,30,30,52,311
23079,24,24,52,312
23080,27,27,52,313
23081,30,30,52,314
23082,33,33,52,315
23083,35,35,52,316
23084,39,39,52,352
23085,42,42,52,318
23086,45,45,52,319
23087,47,47,52,320
23088,49,49,52,339
23089,49,49,52,321
23090,44,44,52,322
23091,48,48,52,323
23092,51,51,52,324
23093,54,54,52,325
23094,58,58,52,326
23095,62,62,52,327
23096,65,65,52,328
23097,68,68,52,329
23098,73,73,52,330
23099,79,96,52,367
23100,70,87,52,369
23101,66,83,52,370
23102,63,80,52,371
23103,60,77,52,372
23104,57,74,52,373
23105,52,69,52,374
23106,49,66,52,375
23107,47,47,52,376
23108,48,61,52,377
23109,45,58,52,378
23110,42,55,52,379
23111,40,51,52,380
23112,38,46,52,381
23113,31,31,52,384
23114,33,33,52,385
23115,35,36,52,386
23116,38,39,52,387
23117,41,42,52,388
23118,43,44,52,389
23119,46,48,52,390
23120,47,50,52,391
23121,50,53,52,392
23122,53,56,52,393
23123,57,60,52,394
23124,60,63,52,395
23125,63,66,52,396
23126,66,69,52,397
23127,68,71,52,398
23128,71,74,52,399
23129,74,77,52,400
23130,77,80,52,401
23131,80,83,52,402
23132,82,85,52,403
23133,85,88,52,404
23134,87,90,52,405
23135,90,93,52,406
23136,92,95,52,407
23137,64,64,52,413
23138,59,59,52,414
23139,56,56,52,415
23140,53,53,52,416
23141,50,50,52,417
23142,46,46,52,418
23143,43,43,52,419
23144,40,40,52,420
23145,37,37,52,421
23146,34,34,52,422
23147,29,29,52,423
23148,25,25,52,424
23149,29,29,52,425
23150,30,35,52,426
23151,27,34,52,427
23152,24,24,52,428
23153,20,20,52,451
23154,19,19,52,430
23155,18,18,52,431
23156,16,16,52,432
23157,13,13,52,433
23158,11,11,52,434
23159,14,14,52,435
23160,17,17,52,436
23161,20,20,52,437
23162,23,23,52,438
23163,27,27,52,439
23164,30,30,52,440
23165,34,34,52,441
23166,39,39,52,442
23167,41,41,52,443
23168,44,44,52,444
23169,47,47,52,445
23170,50,50,52,446
23171,53,53,52,447
23172,4,4,53,54
23173,8,8,53,55
23174,10,10,53,56
23175,13,13,53,57
23176,15,15,53,58
23177,18,18,53,59
23178,21,21,53,60
23179,24,24,53,61
23180,25,25,53,62
23181,28,28,53,63
23182,31,31,53,64
23183,34,34,53,65
23184,37,37,53,66
23185,17,17,53,79
23186,17,17,53,78
23187,15,15,53,77
23188,12,12,53,74
23189,15,15,53,73
23190,16,16,53,72
23191,13,13,53,71
23192,10,10,53,70
23193,8,8,53,69
23194,6,6,53,68
23195,5,5,53,67
23196,14,14,53,449
23197,15,19,53,450
23198,24,24,53,80
23199,22,22,53,81
23200,23,23,53,82
23201,21,21,53,83
23202,19,19,53,84
23203,17,17,53,85
23204,14,14,53,86
23205,11,11,53,87
23206,14,14,53,88
23207,17,17,53,89
23208,19,19,53,90
23209,22,22,53,91
23210,42,42,53,92
23211,40,40,53,93
23212,37,37,53,94
23213,35,35,53,95
23214,31,31,53,96
23215,29,29,53,97
23216,27,27,53,98
23217,25,25,53,99
23218,26,26,53,100
23219,26,26,53,101
23220,25,25,53,102
23221,22,22,53,103
23222,20,20,53,104
23223,22,22,53,105
23224,25,25,53,106
23225,28,28,53,107
23226,28,28,53,108
23227,26,26,53,109
23228,24,24,53,110
23229,27,27,53,111
23230,29,29,53,112
23231,31,31,53,113
23232,34,34,53,114
23233,36,36,53,115
23234,35,35,53,116
23235,33,33,53,117
23236,30,30,53,118
23237,29,29,53,119
23238,26,26,53,120
23239,23,23,53,121
23240,19,19,53,122
23241,17,17,53,123
23242,19,19,53,124
23243,17,17,53,125
23244,20,20,53,126
23245,22,22,53,127
23246,23,23,53,128
23247,26,26,53,129
23248,28,28,53,130
23249,30,30,53,131
23250,34,34,53,132
23251,37,37,53,133
23252,40,40,53,134
23253,43,43,53,135
23254,47,47,53,136
23255,50,50,53,137
23256,52,52,53,138
23257,44,44,53,139
23258,40,40,53,140
23259,37,37,53,141
23260,33,33,53,142
23261,31,31,53,143
23262,28,28,53,144
23263,26,26,53,145
23264,24,24,53,146
23265,11,11,53,147
23266,6,6,53,148
23267,9,9,53,241
23268,13,13,53,242
23269,15,15,53,243
23270,16,16,53,253
23271,20,20,53,254
23272,23,23,53,255
23273,25,25,53,256
23274,27,27,53,257
23275,29,29,53,258
23276,31,31,53,259
23277,34,34,53,408
23278,38,38,53,409
23279,43,44,53,149
23280,40,41,53,150
23281,36,38,53,151
23282,34,35,53,152
23283,31,32,53,153
23284,28,29,53,154
23285,26,27,53,155
23286,24,25,53,156
23287,22,22,53,157
23288,20,20,53,158
23289,18,18,53,159
23290,16,16,53,160
23291,18,18,53,161
23292,20,20,53,162
23293,24,24,53,163
23294,28,28,53,164
23295,30,30,53,165
23296,32,32,53,166
23297,30,30,53,167
23298,32,36,53,168
23299,35,39,53,169
23300,37,41,53,170
23301,40,43,53,171
23302,42,45,53,172
23303,44,48,53,173
23304,46,54,53,412
23305,43,51,53,411
23306,40,48,53,410
23307,37,46,53,250
23308,36,44,53,251
23309,34,42,53,252
23310,32,40,53,234
23311,34,37,53,233
23312,32,35,53,232
23313,28,32,53,174
23314,25,29,53,175
23315,23,23,53,176
23316,24,24,53,177
23317,22,22,53,178
23318,25,25,53,179
23319,27,27,53,180
23320,29,29,53,181
23321,31,31,53,182
23322,35,35,53,183
23323,38,38,53,184
23324,41,41,53,185
23325,44,44,53,186
23326,46,46,53,187
23327,49,49,53,188
23328,52,52,53,189
23329,53,53,53,190
23330,26,27,53,261
23331,23,24,53,249
23332,20,21,53,248
23333,18,19,53,247
23334,14,22,53,246
23335,12,12,53,245
23336,15,15,53,341
23337,12,12,53,342
23338,9,9,53,343
23339,6,6,53,344
23340,8,8,53,345
23341,11,11,53,346
23342,14,14,53,347
23343,17,17,53,348
23344,19,19,53,349
23345,22,22,53,350
23346,25,25,53,351
23347,28,28,53,191
23348,30,30,53,364
23349,34,34,53,365
23350,38,38,53,353
23351,41,41,53,354
23352,38,38,53,355
23353,38,38,53,356
23354,35,35,53,357
23355,36,36,53,358
23356,33,33,53,359
23357,31,31,53,360
23358,33,33,53,361
23359,30,32,53,362
23360,29,30,53,363
23361,38,38,53,194
23362,41,55,53,195
23363,44,52,53,196
23364,49,57,53,197
23365,51,59,53,198
23366,53,61,53,199
23367,55,63,53,200
23368,40,40,53,206
23369,38,38,53,207
23370,36,36,53,208
23371,39,39,53,209
23372,39,42,53,210
23373,35,45,53,211
23374,33,47,53,212
23375,32,32,53,213
23376,34,50,53,214
23377,37,52,53,215
23378,36,54,53,216
23379,35,55,53,217
23380,33,57,53,218
23381,31,59,53,219
23382,29,61,53,220
23383,27,27,53,221
23384,21,21,53,222
23385,19,19,53,452
23386,18,18,53,224
23387,20,20,53,225
23388,22,22,53,226
23389,25,25,53,227
23390,27,27,53,228
23391,30,30,53,229
23392,32,32,53,230
23393,36,36,53,231
23394,39,55,53,201
23395,41,52,53,202
23396,39,49,53,203
23397,43,46,53,204
23398,43,43,53,205
23399,35,35,53,335
23400,37,37,53,334
23401,40,40,53,333
23402,44,44,53,332
23403,47,47,53,265
23404,50,50,53,264
23405,52,52,53,263
23406,55,55,53,262
23407,68,72,53,270
23408,63,67,53,271
23409,61,65,53,272
23410,58,62,53,273
23411,55,59,53,274
23412,53,57,53,275
23413,49,53,53,276
23414,47,51,53,277
23415,44,47,53,278
23416,42,45,53,279
23417,38,41,53,280
23418,32,35,53,282
23419,27,27,53,284
23420,21,21,53,285
23421,15,15,53,286
23422,12,12,53,287
23423,9,9,53,288
23424,3,3,53,289
23425,6,6,53,290
23426,9,9,53,291
23427,11,11,53,292
23428,14,14,53,293
23429,17,17,53,294
23430,20,20,53,295
23431,25,25,53,296
23432,48,48,53,297
23433,44,44,53,298
23434,41,41,53,299
23435,37,37,53,300
23436,33,33,53,301
23437,30,30,53,302
23438,27,27,53,331
23439,30,30,53,303
23440,33,33,53,304
23441,31,31,53,305
23442,29,29,53,306
23443,32,32,53,307
23444,31,31,53,308
23445,28,28,53,309
23446,29,29,53,366
23447,33,33,53,310
23448,28,28,53,311
23449,22,22,53,312
23450,25,25,53,313
23451,28,28,53,314
23452,30,30,53,315
23453,33,33,53,316
23454,36,36,53,352
23455,40,40,53,318
23456,42,42,53,319
23457,45,45,53,320
23458,47,47,53,339
23459,49,49,53,321
23460,46,46,53,322
23461,50,50,53,323
23462,53,53,53,324
23463,56,56,53,325
23464,60,60,53,326
23465,64,64,53,327
23466,66,66,53,328
23467,69,69,53,329
23468,74,74,53,330
23469,78,94,53,367
23470,68,85,53,369
23471,64,81,53,370
23472,61,78,53,371
23473,59,75,53,372
23474,56,72,53,373
23475,50,67,53,374
23476,48,64,53,375
23477,45,62,53,376
23478,46,59,53,377
23479,43,56,53,378
23480,40,53,53,379
23481,38,49,53,380
23482,36,44,53,381
23483,29,29,53,384
23484,31,31,53,385
23485,33,34,53,386
23486,36,37,53,387
23487,39,40,53,388
23488,41,42,53,389
23489,44,46,53,390
23490,45,48,53,391
23491,48,51,53,392
23492,51,54,53,393
23493,55,58,53,394
23494,58,61,53,395
23495,61,64,53,396
23496,64,67,53,397
23497,66,69,53,398
23498,69,72,53,399
23499,72,75,53,400
23500,75,78,53,401
23501,78,81,53,402
23502,80,83,53,403
23503,83,86,53,404
23504,85,88,53,405
23505,88,91,53,406
23506,90,93,53,407
23507,62,62,53,413
23508,57,57,53,414
23509,54,54,53,415
23510,51,51,53,416
23511,48,48,53,417
23512,44,44,53,418
23513,41,41,53,419
23514,38,38,53,420
23515,35,35,53,421
23516,32,32,53,422
23517,27,27,53,423
23518,23,23,53,424
23519,27,27,53,425
23520,28,28,53,426
23521,25,25,53,427
23522,22,22,53,428
23523,19,20,53,451
23524,19,19,53,430
23525,16,16,53,431
23526,14,14,53,432
23527,15,22,53,433
23528,13,13,53,434
23529,16,27,53,435
23530,19,30,53,436
23531,22,33,53,437
23532,25,36,53,438
23533,29,40,53,439
23534,32,43,53,440
23535,36,47,53,441
23536,41,52,53,442
23537,43,54,53,443
23538,46,57,53,444
23539,49,60,53,445
23540,52,63,53,446
23541,55,66,53,447
23542,4,4,54,55
23543,6,6,54,56
23544,8,8,54,57
23545,10,10,54,58
23546,13,13,54,59
23547,16,16,54,60
23548,19,19,54,61
23549,21,21,54,62
23550,24,24,54,63
23551,27,27,54,64
23552,30,30,54,65
23553,32,32,54,66
23554,12,12,54,79
23555,13,13,54,78
23556,11,11,54,77
23557,8,8,54,74
23558,10,10,54,73
23559,13,13,54,72
23560,15,15,54,71
23561,15,15,54,70
23562,13,13,54,69
23563,11,11,54,68
23564,9,9,54,67
23565,9,9,54,449
23566,11,11,54,450
23567,20,20,54,80
23568,17,17,54,81
23569,18,18,54,82
23570,16,16,54,83
23571,14,14,54,84
23572,12,12,54,85
23573,10,10,54,86
23574,7,7,54,87
23575,10,10,54,88
23576,12,12,54,89
23577,14,14,54,90
23578,17,17,54,91
23579,38,38,54,92
23580,35,35,54,93
23581,33,33,54,94
23582,30,30,54,95
23583,27,27,54,96
23584,25,25,54,97
23585,22,22,54,98
23586,20,20,54,99
23587,22,22,54,100
23588,22,22,54,101
23589,20,20,54,102
23590,18,18,54,103
23591,15,15,54,104
23592,17,17,54,105
23593,20,20,54,106
23594,23,23,54,107
23595,25,25,54,108
23596,27,27,54,109
23597,26,26,54,110
23598,28,28,54,111
23599,31,31,54,112
23600,33,33,54,113
23601,36,36,54,114
23602,38,38,54,115
23603,32,32,54,116
23604,30,30,54,117
23605,27,27,54,118
23606,26,26,54,119
23607,23,23,54,120
23608,20,20,54,121
23609,16,16,54,122
23610,17,17,54,123
23611,15,15,54,124
23612,13,13,54,125
23613,15,15,54,126
23614,17,17,54,127
23615,19,19,54,128
23616,21,21,54,129
23617,23,23,54,130
23618,26,26,54,131
23619,30,30,54,132
23620,33,33,54,133
23621,36,36,54,134
23622,39,39,54,135
23623,43,43,54,136
23624,45,45,54,137
23625,47,47,54,138
23626,39,39,54,139
23627,35,35,54,140
23628,33,33,54,141
23629,29,29,54,142
23630,26,26,54,143
23631,23,23,54,144
23632,21,21,54,145
23633,20,20,54,146
23634,6,6,54,147
23635,2,2,54,148
23636,5,5,54,241
23637,8,8,54,242
23638,10,10,54,243
23639,12,12,54,253
23640,15,15,54,254
23641,18,18,54,255
23642,20,20,54,256
23643,23,23,54,257
23644,24,24,54,258
23645,26,26,54,259
23646,30,30,54,408
23647,33,33,54,409
23648,38,39,54,149
23649,35,36,54,150
23650,32,33,54,151
23651,29,30,54,152
23652,26,27,54,153
23653,23,24,54,154
23654,22,23,54,155
23655,19,20,54,156
23656,17,17,54,157
23657,16,16,54,158
23658,14,14,54,159
23659,11,11,54,160
23660,14,14,54,161
23661,16,16,54,162
23662,19,19,54,163
23663,23,23,54,164
23664,25,25,54,165
23665,27,27,54,166
23666,29,29,54,167
23667,31,31,54,168
23668,35,35,54,169
23669,36,36,54,170
23670,39,39,54,171
23671,41,41,54,172
23672,44,44,54,173
23673,42,50,54,412
23674,38,46,54,411
23675,35,43,54,410
23676,33,41,54,250
23677,31,39,54,251
23678,29,37,54,252
23679,27,35,54,234
23680,29,32,54,233
23681,27,30,54,232
23682,24,27,54,174
23683,21,24,54,175
23684,19,19,54,176
23685,20,20,54,177
23686,17,17,54,178
23687,20,20,54,179
23688,23,23,54,180
23689,25,25,54,181
23690,27,27,54,182
23691,31,31,54,183
23692,33,33,54,184
23693,36,36,54,185
23694,39,39,54,186
23695,41,41,54,187
23696,44,44,54,188
23697,47,47,54,189
23698,48,48,54,190
23699,22,22,54,261
23700,18,18,54,249
23701,16,16,54,248
23702,13,13,54,247
23703,10,10,54,246
23704,7,7,54,245
23705,17,17,54,341
23706,16,16,54,342
23707,13,13,54,343
23708,10,10,54,344
23709,13,13,54,345
23710,16,16,54,346
23711,16,16,54,347
23712,18,18,54,348
23713,21,21,54,349
23714,24,24,54,350
23715,27,27,54,351
23716,30,30,54,191
23717,32,32,54,364
23718,35,35,54,365
23719,39,42,54,353
23720,37,45,54,354
23721,34,34,54,355
23722,33,33,54,356
23723,30,30,54,357
23724,31,31,54,358
23725,29,29,54,359
23726,26,26,54,360
23727,29,29,54,361
23728,25,33,54,362
23729,25,25,54,363
23730,40,40,54,194
23731,43,51,54,195
23732,46,48,54,196
23733,51,53,54,197
23734,53,54,54,198
23735,55,56,54,199
23736,57,59,54,200
23737,36,36,54,206
23738,34,34,54,207
23739,32,32,54,208
23740,35,35,54,209
23741,34,37,54,210
23742,31,41,54,211
23743,29,43,54,212
23744,28,28,54,213
23745,30,45,54,214
23746,32,48,54,215
23747,32,32,54,216
23748,30,30,54,217
23749,29,29,54,218
23750,27,27,54,219
23751,24,24,54,220
23752,22,22,54,221
23753,17,17,54,222
23754,15,15,54,452
23755,14,14,54,224
23756,16,16,54,225
23757,18,18,54,226
23758,20,20,54,227
23759,22,22,54,228
23760,26,26,54,229
23761,28,28,54,230
23762,31,54,54,231
23763,35,50,54,201
23764,36,47,54,202
23765,34,45,54,203
23766,38,41,54,204
23767,38,38,54,205
23768,30,30,54,335
23769,33,33,54,334
23770,36,36,54,333
23771,39,39,54,332
23772,43,43,54,265
23773,46,46,54,264
23774,48,48,54,263
23775,51,51,54,262
23776,63,76,54,270
23777,58,71,54,271
23778,56,69,54,272
23779,53,66,54,273
23780,50,63,54,274
23781,48,61,54,275
23782,44,57,54,276
23783,42,55,54,277
23784,39,51,54,278
23785,37,49,54,279
23786,33,45,54,280
23787,27,39,54,282
23788,25,31,54,284
23789,19,19,54,285
23790,19,19,54,286
23791,16,16,54,287
23792,13,13,54,288
23793,7,7,54,289
23794,10,10,54,290
23795,13,13,54,291
23796,15,15,54,292
23797,18,18,54,293
23798,21,21,54,294
23799,24,24,54,295
23800,29,29,54,296
23801,53,53,54,297
23802,49,49,54,298
23803,46,46,54,299
23804,41,41,54,300
23805,37,37,54,301
23806,35,35,54,302
23807,32,32,54,331
23808,34,34,54,303
23809,30,30,54,304
23810,27,27,54,305
23811,24,24,54,306
23812,27,27,54,307
23813,26,26,54,308
23814,24,24,54,309
23815,26,26,54,366
23816,28,28,54,310
23817,23,23,54,311
23818,17,17,54,312
23819,20,20,54,313
23820,23,23,54,314
23821,26,26,54,315
23822,28,28,54,316
23823,32,32,54,352
23824,35,35,54,318
23825,38,38,54,319
23826,40,40,54,320
23827,43,43,54,339
23828,45,45,54,321
23829,42,42,54,322
23830,45,45,54,323
23831,49,49,54,324
23832,52,52,54,325
23833,56,56,54,326
23834,59,59,54,327
23835,62,62,54,328
23836,65,65,54,329
23837,70,70,54,330
23838,73,90,54,367
23839,64,80,54,369
23840,60,76,54,370
23841,57,73,54,371
23842,54,71,54,372
23843,51,68,54,373
23844,46,62,54,374
23845,43,60,54,375
23846,41,57,54,376
23847,41,54,54,377
23848,38,51,54,378
23849,35,48,54,379
23850,33,45,54,380
23851,31,39,54,381
23852,24,24,54,384
23853,27,27,54,385
23854,28,30,54,386
23855,31,33,54,387
23856,34,36,54,388
23857,36,38,54,389
23858,40,41,54,390
23859,41,44,54,391
23860,44,47,54,392
23861,46,49,54,393
23862,51,54,54,394
23863,54,57,54,395
23864,57,60,54,396
23865,59,62,54,397
23866,62,65,54,398
23867,65,68,54,399
23868,67,70,54,400
23869,70,73,54,401
23870,73,76,54,402
23871,76,79,54,403
23872,78,81,54,404
23873,81,84,54,405
23874,83,86,54,406
23875,85,88,54,407
23876,57,57,54,413
23877,52,52,54,414
23878,49,49,54,415
23879,46,46,54,416
23880,43,43,54,417
23881,39,39,54,418
23882,36,36,54,419
23883,33,33,54,420
23884,30,30,54,421
23885,27,27,54,422
23886,22,22,54,423
23887,18,18,54,424
23888,22,22,54,425
23889,25,28,54,426
23890,22,28,54,427
23891,19,25,54,428
23892,15,16,54,451
23893,15,15,54,430
23894,12,12,54,431
23895,10,10,54,432
23896,13,18,54,433
23897,15,20,54,434
23898,18,23,54,435
23899,21,26,54,436
23900,24,29,54,437
23901,27,32,54,438
23902,31,36,54,439
23903,34,39,54,440
23904,38,43,54,441
23905,43,48,54,442
23906,45,50,54,443
23907,48,53,54,444
23908,51,56,54,445
23909,54,59,54,446
23910,57,62,54,447
23911,1,1,55,56
23912,4,4,55,57
23913,6,6,55,58
23914,9,9,55,59
23915,12,12,55,60
23916,15,15,55,61
23917,16,16,55,62
23918,19,19,55,63
23919,22,22,55,64
23920,25,25,55,65
23921,28,28,55,66
23922,8,8,55,79
23923,8,8,55,78
23924,6,6,55,77
23925,4,4,55,74
23926,6,6,55,73
23927,8,8,55,72
23928,11,11,55,71
23929,13,13,55,70
23930,15,15,55,69
23931,15,15,55,68
23932,14,14,55,67
23933,8,8,55,449
23934,10,10,55,450
23935,15,15,55,80
23936,13,13,55,81
23937,14,14,55,82
23938,12,12,55,83
23939,10,10,55,84
23940,8,8,55,85
23941,5,5,55,86
23942,3,3,55,87
23943,5,5,55,88
23944,8,8,55,89
23945,10,10,55,90
23946,13,13,55,91
23947,33,33,55,92
23948,31,31,55,93
23949,28,28,55,94
23950,26,26,55,95
23951,22,22,55,96
23952,20,20,55,97
23953,18,18,55,98
23954,16,16,55,99
23955,17,17,55,100
23956,17,17,55,101
23957,16,16,55,102
23958,13,13,55,103
23959,11,11,55,104
23960,13,13,55,105
23961,16,16,55,106
23962,19,19,55,107
23963,21,21,55,108
23964,23,23,55,109
23965,25,25,55,110
23966,28,28,55,111
23967,30,30,55,112
23968,32,32,55,113
23969,35,35,55,114
23970,38,38,55,115
23971,30,30,55,116
23972,29,29,55,117
23973,26,26,55,118
23974,24,24,55,119
23975,21,21,55,120
23976,18,18,55,121
23977,15,15,55,122
23978,12,12,55,123
23979,10,10,55,124
23980,8,8,55,125
23981,11,11,55,126
23982,13,13,55,127
23983,14,14,55,128
23984,17,17,55,129
23985,19,19,55,130
23986,21,21,55,131
23987,25,25,55,132
23988,28,28,55,133
23989,32,32,55,134
23990,34,34,55,135
23991,38,38,55,136
23992,41,41,55,137
23993,43,43,55,138
23994,35,35,55,139
23995,31,31,55,140
23996,28,28,55,141
23997,24,24,55,142
23998,22,22,55,143
23999,19,19,55,144
24000,17,17,55,145
24001,15,15,55,146
24002,11,11,55,147
24003,6,6,55,148
24004,9,9,55,241
24005,13,13,55,242
24006,15,15,55,243
24007,16,16,55,253
24008,20,20,55,254
24009,22,22,55,255
24010,25,25,55,256
24011,27,27,55,257
24012,29,29,55,258
24013,31,31,55,259
24014,34,34,55,408
24015,38,38,55,409
24016,34,34,55,149
24017,31,31,55,150
24018,27,27,55,151
24019,25,25,55,152
24020,22,22,55,153
24021,19,19,55,154
24022,17,17,55,155
24023,15,15,55,156
24024,13,13,55,157
24025,11,11,55,158
24026,9,9,55,159
24027,7,7,55,160
24028,9,9,55,161
24029,11,11,55,162
24030,15,15,55,163
24031,19,19,55,164
24032,21,21,55,165
24033,23,23,55,166
24034,25,25,55,167
24035,27,27,55,168
24036,30,30,55,169
24037,32,32,55,170
24038,34,34,55,171
24039,36,36,55,172
24040,39,39,55,173
24041,37,45,55,412
24042,34,42,55,411
24043,31,39,55,410
24044,28,37,55,250
24045,27,35,55,251
24046,25,33,55,252
24047,23,23,55,234
24048,25,28,55,233
24049,23,26,55,232
24050,19,23,55,174
24051,16,20,55,175
24052,14,14,55,176
24053,16,16,55,177
24054,13,13,55,178
24055,16,16,55,179
24056,18,18,55,180
24057,20,20,55,181
24058,23,23,55,182
24059,26,26,55,183
24060,29,29,55,184
24061,32,32,55,185
24062,35,35,55,186
24063,37,37,55,187
24064,40,40,55,188
24065,43,43,55,189
24066,44,44,55,190
24067,18,18,55,261
24068,15,15,55,249
24069,18,30,55,248
24070,17,17,55,247
24071,14,14,55,246
24072,11,11,55,245
24073,21,21,55,341
24074,21,21,55,342
24075,18,18,55,343
24076,15,15,55,344
24077,17,17,55,345
24078,20,20,55,346
24079,20,20,55,347
24080,23,25,55,348
24081,25,28,55,349
24082,27,27,55,350
24083,29,34,55,351
24084,27,27,55,191
24085,29,39,55,364
24086,30,30,55,365
24087,34,44,55,353
24088,32,41,55,354
24089,29,29,55,355
24090,29,29,55,356
24091,26,26,55,357
24092,27,27,55,358
24093,24,24,55,359
24094,22,22,55,360
24095,24,24,55,361
24096,21,21,55,362
24097,21,31,55,363
24098,40,40,55,194
24099,43,43,55,195
24100,43,43,55,196
24101,48,48,55,197
24102,50,50,55,198
24103,52,52,55,199
24104,54,54,55,200
24105,31,31,55,206
24106,29,29,55,207
24107,27,27,55,208
24108,31,31,55,209
24109,30,33,55,210
24110,26,36,55,211
24111,24,38,55,212
24112,23,23,55,213
24113,25,41,55,214
24114,28,43,55,215
24115,28,45,55,216
24116,27,47,55,217
24117,25,48,55,218
24118,23,50,55,219
24119,21,21,55,220
24120,20,20,55,221
24121,14,14,55,222
24122,14,14,55,452
24123,15,15,55,224
24124,17,17,55,225
24125,19,19,55,226
24126,22,22,55,227
24127,24,24,55,228
24128,27,27,55,229
24129,29,29,55,230
24130,33,33,55,231
24131,32,46,55,201
24132,32,32,55,202
24133,30,30,55,203
24134,34,37,55,204
24135,34,34,55,205
24136,26,26,55,335
24137,28,28,55,334
24138,31,31,55,333
24139,35,35,55,332
24140,38,38,55,265
24141,41,41,55,264
24142,43,43,55,263
24143,46,46,55,262
24144,59,80,55,270
24145,54,75,55,271
24146,52,73,55,272
24147,49,70,55,273
24148,46,67,55,274
24149,44,65,55,275
24150,40,61,55,276
24151,38,59,55,277
24152,35,55,55,278
24153,33,53,55,279
24154,29,49,55,280
24155,23,23,55,282
24156,21,21,55,284
24157,15,15,55,285
24158,15,15,55,286
24159,18,20,55,287
24160,16,16,55,288
24161,11,11,55,289
24162,14,14,55,290
24163,17,17,55,291
24164,19,19,55,292
24165,22,22,55,293
24166,25,25,55,294
24167,28,28,55,295
24168,33,33,55,296
24169,57,57,55,297
24170,53,53,55,298
24171,50,50,55,299
24172,45,45,55,300
24173,41,41,55,301
24174,39,39,55,302
24175,36,36,55,331
24176,33,33,55,303
24177,29,29,55,304
24178,26,26,55,305
24179,26,26,55,306
24180,25,25,55,307
24181,22,22,55,308
24182,19,19,55,309
24183,22,22,55,366
24184,24,24,55,310
24185,19,19,55,311
24186,13,13,55,312
24187,16,16,55,313
24188,19,19,55,314
24189,21,21,55,315
24190,24,24,55,316
24191,27,27,55,352
24192,31,31,55,318
24193,33,33,55,319
24194,36,36,55,320
24195,38,38,55,339
24196,40,40,55,321
24197,37,37,55,322
24198,41,41,55,323
24199,44,44,55,324
24200,47,47,55,325
24201,51,51,55,326
24202,55,55,55,327
24203,57,57,55,328
24204,60,60,55,329
24205,65,65,55,330
24206,69,85,55,367
24207,59,76,55,369
24208,55,72,55,370
24209,52,69,55,371
24210,50,66,55,372
24211,47,63,55,373
24212,41,58,55,374
24213,39,55,55,375
24214,36,36,55,376
24215,38,50,55,377
24216,35,47,55,378
24217,32,44,55,379
24218,29,29,55,380
24219,27,35,55,381
24220,20,20,55,384
24221,22,22,55,385
24222,24,25,55,386
24223,27,28,55,387
24224,30,31,55,388
24225,32,33,55,389
24226,35,37,55,390
24227,36,36,55,391
24228,39,42,55,392
24229,42,45,55,393
24230,46,49,55,394
24231,49,52,55,395
24232,52,55,55,396
24233,55,58,55,397
24234,57,60,55,398
24235,60,63,55,399
24236,63,66,55,400
24237,66,69,55,401
24238,69,72,55,402
24239,71,74,55,403
24240,74,77,55,404
24241,76,79,55,405
24242,79,82,55,406
24243,81,84,55,407
24244,53,53,55,413
24245,48,48,55,414
24246,45,45,55,415
24247,42,42,55,416
24248,39,39,55,417
24249,35,35,55,418
24250,32,32,55,419
24251,29,29,55,420
24252,26,26,55,421
24253,23,23,55,422
24254,18,18,55,423
24255,14,14,55,424
24256,18,18,55,425
24257,21,21,55,426
24258,18,18,55,427
24259,15,15,55,428
24260,14,14,55,451
24261,14,14,55,430
24262,16,16,55,431
24263,14,14,55,432
24264,17,22,55,433
24265,19,24,55,434
24266,22,27,55,435
24267,25,30,55,436
24268,28,33,55,437
24269,31,36,55,438
24270,35,40,55,439
24271,38,43,55,440
24272,42,47,55,441
24273,47,52,55,442
24274,49,54,55,443
24275,52,57,55,444
24276,55,60,55,445
24277,58,63,55,446
24278,61,66,55,447
24279,2,2,56,57
24280,4,4,56,58
24281,7,7,56,59
24282,10,10,56,60
24283,13,13,56,61
24284,14,14,56,62
24285,17,17,56,63
24286,20,20,56,64
24287,23,23,56,65
24288,26,26,56,66
24289,6,6,56,79
24290,7,7,56,78
24291,8,8,56,77
24292,5,5,56,74
24293,8,8,56,73
24294,10,10,56,72
24295,13,13,56,71
24296,15,15,56,70
24297,17,17,56,69
24298,17,17,56,68
24299,16,16,56,67
24300,10,10,56,449
24301,12,12,56,450
24302,14,14,56,80
24303,11,11,56,81
24304,13,13,56,82
24305,14,14,56,83
24306,12,12,56,84
24307,10,10,56,85
24308,7,7,56,86
24309,4,4,56,87
24310,7,7,56,88
24311,9,9,56,89
24312,12,12,56,90
