id,cargo,cat,count_pas,date_plan,date_src,duration,emp_f,emp_m,note,note_begin,note_end,src,status,time_begin,time_end,time_plan,track,pas_id,st_begin_id,st_end_id
480915,,ИЗТ,1,24.04.2024,27.03.2024 20:23:15,01:50:00,1,0,,,,,Заявка закончена,15:10:16,16:19:45,15:10:00,,100,249,256
489048,,ИК,1,24.04.2024,23.04.2024 11:37:06,00:48:00,0,4,,,,,Заявка закончена,15:36:11,16:26:39,15:37:00,,101,29,96
489049,,ИК,1,24.04.2024,23.04.2024 11:37:41,00:48:00,0,4,,,,,Заявка закончена,20:07:00,20:44:02,20:00:00,,101,96,29
489211,,ИЗТ,1,24.04.2024,23.04.2024 18:25:16,00:56:05,1,0,,,,,Заявка закончена,10:55:58,12:36:45,11:10:00,,102,410,124
489212,,ИЗТ,1,24.04.2024,23.04.2024 18:25:50,00:56:05,1,0,,,,,Заявка закончена,15:07:42,16:02:22,15:00:00,,102,124,410
488454,,ИЗ,1,24.04.2024,21.04.2024 15:24:45,00:59:00,1,0,,,,,Заявка закончена,08:42:00,09:37:24,8:40:00,,103,63,364
488059,,ДИ,1,24.04.2024,20.04.2024 12:36:41,01:01:30,0,3,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,9:45:00,,104,64,17
488286,,ДИ,1,24.04.2024,21.04.2024 9:14:49,00:43:20,0,3,,,,,Заявка закончена,09:45:09,10:19:18,9:40:00,,105,182,140
488287,,ДИ,1,24.04.2024,21.04.2024 9:15:08,01:05:00,0,3,,,,,Заявка закончена,12:09:03,13:09:19,12:10:00,,105,140,118
488255,,ИК,1,24.04.2024,21.04.2024 5:57:03,01:03:20,0,4,,,,,Заявка закончена,11:55:08,12:58:43,12:00:00,,106,117,164
488260,,ИК,1,24.04.2024,21.04.2024 5:58:13,01:03:20,0,4,,,,,Заявка закончена,19:10:00,20:00:45,19:10:00,,106,164,117
477354,,ИЗТ,1,24.04.2024,15.03.2024 22:48:43,00:52:20,1,0,,,,,Заявка закончена,07:13:52,07:51:11,7:30:00,,107,5,97
477370,,ИЗТ,1,24.04.2024,15.03.2024 22:51:28,01:07:20,1,0,,,,,Заявка закончена,15:07:12,16:17:21,15:10:00,,107,97,5
488575,,ДИ,1,24.04.2024,21.04.2024 20:10:36,00:45:00,0,3,,,,,Заявка закончена,09:11:08,09:41:55,9:10:00,,108,6,34
489069,,ДИ,1,24.04.2024,23.04.2024 12:28:10,00:44:00,0,3,,,,,Заявка закончена,10:43:28,11:25:26,10:45:00,,109,133,84
489119,,ИУ,1,24.04.2024,23.04.2024 13:19:12,01:14:20,1,0,,,,,Заявка закончена,16:31:43,17:51:06,16:30:00,,110,44,94
488248,,ИЗТ,1,24.04.2024,20.04.2024 22:42:23,01:03:40,1,0,,,,,Заявка закончена,06:53:27,08:08:34,7:00:00,,111,172,29
489118,,ИУ,1,24.04.2024,23.04.2024 13:18:44,01:14:20,1,0,,,,,Заявка закончена,16:32:15,17:50:59,16:30:00,,112,44,94
489163,,ИК,1,24.04.2024,23.04.2024 15:07:36,00:39:05,0,4,,,,,Не подтверждена,00:00:00,00:00:00,12:20:00,,113,151,157
489165,,ИК,1,24.04.2024,23.04.2024 15:09:39,00:39:05,0,4,,,,,Заявка закончена,18:05:29,18:35:34,18:00:00,,113,157,151
488437,,ИЗТ,1,24.04.2024,21.04.2024 15:19:03,00:50:00,1,0,,,,,Заявка закончена,07:09:35,07:55:36,7:10:00,,114,3,91
488443,,ИЗТ,1,24.04.2024,21.04.2024 15:19:54,00:50:00,1,0,,,,,Заявка закончена,14:48:49,15:27:05,15:00:00,,114,91,3
488739,,ДИ,1,24.04.2024,22.04.2024 11:33:55,00:40:40,0,3,,,,,Заявка закончена,09:00:00,09:39:34,8:58:00,,115,29,34
485041,,ИЗ,1,24.04.2024,10.04.2024 12:15:09,00:25:00,1,0,,,,,Заявка закончена,07:13:01,07:31:04,7:15:00,,116,246,246
488944,,ИЗ,1,24.04.2024,23.04.2024 7:17:53,00:46:00,1,0,,,,,Заявка закончена,17:51:21,18:26:25,17:50:00,,116,246,174
488579,,ИК,1,24.04.2024,21.04.2024 20:31:16,01:03:00,0,4,,,,,Заявка закончена,13:30:00,14:28:12,13:30:00,,117,171,133
488580,,ИК,1,24.04.2024,21.04.2024 20:31:58,01:03:00,0,4,,,,,Заявка закончена,16:26:34,17:02:41,16:15:00,,117,133,171
488771,,ИК,1,24.04.2024,22.04.2024 13:02:41,01:10:15,0,4,,,,,Заявка закончена,10:39:32,11:42:15,10:40:00,,118,134,250
488863,,ИЗТ,1,24.04.2024,22.04.2024 18:07:24,01:06:00,1,0,,,,,Не подтверждена,00:00:00,00:00:00,19:25:00,,119,29,187
489057,,ИК,1,24.04.2024,23.04.2024 11:49:53,00:49:10,0,4,,,,,Заявка закончена,16:54:50,17:44:03,17:00:00,,120,109,56
487629,,ИЗТ,1,24.04.2024,19.04.2024 9:02:18,00:54:00,1,0,,,,,Заявка закончена,13:38:55,14:21:21,13:40:00,,121,133,34
487634,,ИЗТ,1,24.04.2024,19.04.2024 9:03:33,00:55:00,1,0,,,,,Заявка закончена,20:57:40,21:41:27,21:00:00,,121,34,133
488895,,РДК,1,24.04.2024,22.04.2024 20:03:47,00:49:00,0,1,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,12:00:00,,122,1,143
488896,,РДК,1,24.04.2024,22.04.2024 20:04:42,00:49:00,0,1,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,14:30:00,,122,143,1
488778,,ИЗ,1,24.04.2024,22.04.2024 13:22:19,01:08:50,1,0,,,,,Заявка закончена,09:23:43,10:23:28,9:20:00,,123,170,96
488779,,ИЗ,1,24.04.2024,22.04.2024 13:23:09,01:00:25,1,0,,,,,Заявка закончена,12:45:34,13:30:28,12:45:00,,123,96,246
488780,,ИЗ,1,24.04.2024,22.04.2024 13:23:36,01:13:20,1,0,,,,,Заявка закончена,20:13:12,21:15:38,20:15:00,,123,246,170
488554,,ИО,1,24.04.2024,21.04.2024 19:42:01,00:53:10,0,1,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,15:00:00,,124,105,128
488559,,ИО,1,24.04.2024,21.04.2024 19:43:19,00:53:10,0,1,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,19:50:00,,124,128,105
489261,,ИО,1,24.04.2024,23.04.2024 22:01:24,01:13:00,0,1,,,,,Заявка закончена,12:08:42,13:23:49,12:10:00,,124,128,332
489300,,ИО,1,24.04.2024,24.04.2024 8:51:19,00:55:30,0,1,,,,,Не подтверждена,00:00:00,00:00:00,17:50:00,,124,332,105
489050,,ИО,1,24.04.2024,23.04.2024 11:39:07,00:33:40,0,2,,,,,Заявка закончена,06:37:46,06:59:28,6:30:00,,125,35,29
489146,,ИЗ,1,24.04.2024,23.04.2024 14:17:40,00:45:20,1,0,,,,,Заявка закончена,09:29:42,10:06:27,9:30:00,,126,96,7
489147,,ИЗ,1,24.04.2024,23.04.2024 14:18:57,00:50:00,1,0,,,,,Заявка закончена,14:12:48,14:56:29,14:25:00,,126,7,91
489149,,ИЗ,1,24.04.2024,23.04.2024 14:20:42,00:45:00,1,0,,,,,Заявка закончена,15:46:12,16:50:15,15:40:00,,126,91,96
488747,,ИЗТ,1,24.04.2024,22.04.2024 12:12:24,00:56:45,1,0,,,,,Заявка закончена,10:14:02,10:54:51,10:15:00,,127,353,181
488750,,ИЗТ,1,24.04.2024,22.04.2024 12:13:12,00:56:45,1,0,,,,,Заявка закончена,14:47:16,15:17:45,14:45:00,,127,181,353
489045,,ПЛ,1,24.04.2024,23.04.2024 11:30:14,00:44:30,0,1,,,,,Заявка закончена,10:51:46,12:00:14,11:00:00,,128,129,138
489046,,РДК,1,24.04.2024,23.04.2024 11:31:26,00:51:00,0,2,,,,,Заявка закончена,11:46:10,12:25:35,11:40:00,,129,39,6
489047,,РДК,1,24.04.2024,23.04.2024 11:33:15,00:32:10,0,2,,,,,Заявка закончена,11:06:25,11:32:09,11:00:00,,130,347,16
489051,,РДК,1,24.04.2024,23.04.2024 11:39:24,00:20:00,0,2,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,15:30:00,,130,16,16
487874,,ДИ,1,24.04.2024,19.04.2024 20:31:54,01:12:10,0,3,,,,,Отмена заявки по неявке пассажира,00:00:00,00:00:00,10:00:00,,131,199,157
487875,,ДИ,1,24.04.2024,19.04.2024 20:32:28,01:12:10,0,3,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,19:15:00,,131,157,199
489087,,ИЗТ,1,24.04.2024,23.04.2024 12:45:25,00:59:20,1,0,,,,,Отмена заявки по неявке пассажира,00:00:00,00:00:00,10:58:00,,132,310,34
489354,,ИЗТ,1,24.04.2024,24.04.2024 11:28:45,00:34:00,1,1,,,,,Заявка закончена,12:19:43,12:51:38,12:30:00,,132,81,34
488862,,ИЗТ,1,24.04.2024,22.04.2024 18:06:52,01:11:00,1,0,,,,,Заявка закончена,08:54:04,09:41:14,9:00:00,,133,113,109
488864,,ИЗТ,1,24.04.2024,22.04.2024 18:07:37,01:11:00,1,0,,,,,Заявка закончена,09:54:40,10:46:20,10:15:00,,133,109,113
489226,,ИЗ,1,24.04.2024,23.04.2024 19:24:18,00:49:05,1,0,,,,,Заявка закончена,14:08:15,14:54:38,14:15:00,,134,153,91
489227,,ИЗ,1,24.04.2024,23.04.2024 19:24:46,00:49:05,1,0,,,,,Заявка закончена,16:33:24,17:19:02,16:30:00,,134,91,153
489109,,ИЗТ,1,24.04.2024,23.04.2024 13:11:11,00:52:45,1,0,,,,,Заявка закончена,07:58:31,09:02:10,8:00:00,,135,210,6
489112,,ИЗТ,1,24.04.2024,23.04.2024 13:13:13,00:49:10,1,0,,,,,Заявка закончена,09:09:00,09:56:08,9:10:00,,135,6,140
489113,,ИЗТ,1,24.04.2024,23.04.2024 13:14:47,00:30:00,1,0,,,,,Заявка закончена,10:59:12,11:26:40,11:15:00,,135,140,142
489114,,ИЗТ,1,24.04.2024,23.04.2024 13:15:42,00:46:30,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,18:00:00,,135,62,122
489321,,ИЗТ,1,24.04.2024,24.04.2024 10:28:35,01:23:50,1,0,,,,,Не подтверждена,00:00:00,00:00:00,22:30:00,,135,226,210
489228,,ИЗ,1,24.04.2024,23.04.2024 19:40:38,00:50:10,1,0,,,,,Заявка закончена,09:41:19,10:19:36,10:00:00,,136,158,181
489312,,ИЗ,1,24.04.2024,24.04.2024 10:08:00,00:50:10,1,0,,,,,Заявка закончена,10:36:52,11:15:16,11:20:00,,136,181,158
489150,,ИК,1,24.04.2024,23.04.2024 14:24:07,01:02:40,0,4,,,,,Не подтверждена,00:00:00,00:00:00,12:00:00,,137,173,10
489151,,ИК,1,24.04.2024,23.04.2024 14:25:31,00:30:00,0,4,,,,,Заявка закончена,14:51:42,15:14:47,15:00:00,,137,32,34
489159,,РДК,1,24.04.2024,23.04.2024 14:54:16,00:48:00,0,2,,,,,Заявка закончена,15:40:47,16:46:51,15:40:00,,138,117,10
489162,,РДК,1,24.04.2024,23.04.2024 15:02:38,00:48:00,0,2,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,17:40:00,,138,10,117
488045,,ИЗ,1,24.04.2024,20.04.2024 12:09:46,00:49:00,1,0,,,,,Заявка закончена,08:57:52,09:27:48,9:00:00,,139,110,126
488050,,ИЗ,1,24.04.2024,20.04.2024 12:11:43,00:54:00,1,0,,,,,Не подтверждена,00:00:00,00:00:00,14:15:00,,139,126,110
489231,,ИО,1,24.04.2024,23.04.2024 19:57:13,00:40:10,0,2,,,,,Заявка закончена,22:51:34,23:33:20,22:44:00,,140,80,12
488754,,ИЗ,1,24.04.2024,22.04.2024 12:18:59,00:58:25,1,0,,,,,Заявка закончена,07:20:29,08:12:07,7:20:00,,141,80,246
488760,,ИЗ,1,24.04.2024,22.04.2024 12:19:49,00:55:45,1,0,,,,,Заявка закончена,17:38:42,18:19:53,17:25:00,,141,246,80
489236,,РДК,1,24.04.2024,23.04.2024 20:30:32,00:45:10,0,2,,,,,Не подтверждена,00:00:00,00:00:00,9:40:00,,142,94,125
489239,,РДК,1,24.04.2024,23.04.2024 20:31:17,00:45:10,0,2,,,,,Не подтверждена,00:00:00,00:00:00,13:00:00,,142,125,94
489141,,ИЗТ,1,24.04.2024,23.04.2024 14:06:08,01:02:25,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,8:00:00,,143,140,50
489142,,ИЗТ,1,24.04.2024,23.04.2024 14:06:31,01:59:35,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,13:30:00,,143,51,140
488934,,ИК,1,24.04.2024,22.04.2024 23:11:23,00:59:30,0,4,,,,,Заявка закончена,17:04:26,18:04:49,17:00:00,,144,136,89
488937,,ИК,1,24.04.2024,22.04.2024 23:12:44,00:57:40,0,4,,,,,Заявка закончена,21:55:57,22:48:11,22:00:00,,144,29,136
489133,,ИЗТ,1,24.04.2024,23.04.2024 13:46:10,00:48:00,1,0,,,,,Заявка закончена,05:44:17,06:40:23,5:45:00,,145,80,65
489135,,ИЗТ,1,24.04.2024,23.04.2024 13:47:10,00:42:00,1,0,,,,,Заявка закончена,14:06:05,14:52:34,14:00:00,,145,65,80
489170,,ИЗТ,1,24.04.2024,23.04.2024 15:25:43,01:40:20,1,0,,,,,Заявка закончена,10:24:56,11:42:05,10:30:00,,146,117,64
489172,,ИЗТ,1,24.04.2024,23.04.2024 15:26:11,01:40:20,1,0,,,,,Заявка закончена,15:01:17,16:13:00,15:00:00,,146,64,117
489377,,ДИ,1,24.04.2024,24.04.2024 12:33:57,01:19:00,0,3,,,,,Не подтверждена,00:00:00,00:00:00,21:30:00,,147,37,409
488062,,ДИ,1,24.04.2024,20.04.2024 12:44:09,00:39:50,0,4,,,,,Не подтверждена,00:00:00,00:00:00,7:30:00,,148,115,109
488067,,ДИ,1,24.04.2024,20.04.2024 12:44:45,00:39:50,0,4,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,15:10:00,,148,109,115
489403,,РДК,1,24.04.2024,24.04.2024 14:09:18,01:02:30,0,2,,,,,Не подтверждена,00:00:00,00:00:00,15:00:00,,149,269,57
487482,,ИО,1,24.04.2024,18.04.2024 14:44:24,01:18:20,1,0,,,,,Заявка закончена,08:57:12,09:50:31,9:00:00,,150,263,1
489452,,РДК,1,24.04.2024,24.04.2024 17:10:49,00:23:00,0,2,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,17:35:00,,151,159,126
488233,,ИЗТ,1,24.04.2024,20.04.2024 22:13:53,01:14:00,1,0,,,,,Заявка закончена,10:17:03,10:58:07,10:20:00,,152,322,31
488235,,ИЗТ,1,24.04.2024,20.04.2024 22:15:52,01:14:00,1,0,,,,,Заявка закончена,17:00:57,18:10:42,17:00:00,,152,31,322
489482,,РДК,1,24.04.2024,24.04.2024 18:19:58,00:37:45,0,2,,,,,Не подтверждена,00:00:00,00:00:00,18:20:00,,153,243,88
489201,,ИЗТ,1,24.04.2024,23.04.2024 17:06:00,00:33:00,1,0,,,,,Заявка закончена,11:30:14,11:51:20,11:30:00,,154,99,91
489203,,ИЗТ,1,24.04.2024,23.04.2024 17:06:49,00:33:00,1,0,,,,,Заявка закончена,12:15:18,12:26:27,12:30:00,,154,91,99
489169,,РДК,1,24.04.2024,23.04.2024 15:25:15,00:29:00,0,2,,,,,Заявка закончена,16:47:30,17:16:08,16:40:00,,155,158,162
489171,,РДК,1,24.04.2024,23.04.2024 15:25:48,00:29:00,0,2,,,,,Заявка закончена,19:11:03,19:33:54,19:10:00,,155,162,158
487603,,ИЗ,1,24.04.2024,19.04.2024 8:36:36,01:02:00,1,0,,,,,Заявка закончена,08:59:23,10:07:19,9:00:00,,156,37,1
487609,,ИЗ,1,24.04.2024,19.04.2024 8:37:57,01:02:00,1,0,,,,,Заявка закончена,16:39:59,17:27:10,16:50:00,,156,1,37
488406,,ИЗТ,1,24.04.2024,21.04.2024 14:14:46,01:06:15,1,0,,,,,Заявка закончена,06:46:56,07:51:57,7:00:00,,157,184,246
488411,,ИЗТ,1,24.04.2024,21.04.2024 14:15:42,01:08:50,1,0,,,,,Заявка закончена,18:30:36,19:40:13,18:30:00,,157,246,184
489288,,ИЗТ,1,24.04.2024,24.04.2024 7:40:46,00:57:30,1,0,,,,,Отмена заявки по неявке пассажира,00:00:00,00:00:00,14:30:00,,158,262,209
489070,,ОГД,1,24.04.2024,23.04.2024 12:29:42,00:49:00,1,0,,,,,Заявка закончена,15:57:00,17:11:18,16:05:00,,159,250,96
489071,,ОГД,1,24.04.2024,23.04.2024 12:29:58,00:49:00,1,0,,,,,Заявка закончена,20:10:37,21:03:19,20:30:00,,159,96,250
489072,,ОГД,1,24.04.2024,23.04.2024 12:31:01,00:40:00,1,0,,,,,Заявка закончена,16:16:00,17:11:22,16:20:00,,159,151,96
489073,,ОГД,1,24.04.2024,23.04.2024 12:31:12,00:40:00,1,0,,,,,Заявка закончена,20:10:41,20:47:20,20:30:00,,159,96,151
489074,,ОГД,1,24.04.2024,23.04.2024 12:32:29,00:33:00,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,16:30:00,,159,80,96
489075,,ОГД,1,24.04.2024,23.04.2024 12:32:51,00:33:00,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,20:30:00,,159,96,80
489078,,ОГД,1,24.04.2024,23.04.2024 12:34:52,01:10:50,1,0,,,,,Заявка закончена,15:49:28,17:10:32,15:45:00,,159,173,96
489080,,ОГД,1,24.04.2024,23.04.2024 12:35:13,01:10:50,1,0,,,,,Заявка закончена,20:14:14,21:06:39,20:30:00,,159,96,173
489081,,ОГД,1,24.04.2024,23.04.2024 12:36:03,00:58:50,1,0,,,,,Заявка закончена,16:05:31,17:10:36,16:05:00,,159,168,96
489082,,ОГД,1,24.04.2024,23.04.2024 12:36:18,00:58:50,1,0,,,,,Заявка закончена,20:14:18,20:52:43,20:30:00,,159,96,168
489083,,ОГД,1,24.04.2024,23.04.2024 12:39:20,00:58:50,1,0,,,,,Заявка закончена,16:05:36,17:10:44,16:05:00,,159,168,96
489084,,ОГД,1,24.04.2024,23.04.2024 12:39:34,00:58:50,1,0,,,,,Заявка закончена,20:14:27,20:52:29,20:30:00,,159,96,168
489085,,ОГД,1,24.04.2024,23.04.2024 12:42:16,00:54:50,1,0,,,,,Заявка закончена,16:12:08,17:11:00,16:10:00,,159,166,96
489086,,ОГД,1,24.04.2024,23.04.2024 12:42:42,00:54:50,1,0,,,,,Заявка закончена,20:14:36,20:48:24,20:30:00,,159,96,166
489088,,ОГД,1,24.04.2024,23.04.2024 12:47:23,00:54:00,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,15:55:00,,159,185,96
489089,,ОГД,1,24.04.2024,23.04.2024 12:47:43,00:54:00,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,20:30:00,,159,96,185
489090,,ОГД,1,24.04.2024,23.04.2024 12:48:28,00:51:00,1,0,,,,,Заявка закончена,15:55:45,17:10:29,16:05:00,,159,184,96
489091,,ОГД,1,24.04.2024,23.04.2024 12:48:42,00:51:00,1,0,,,,,Заявка закончена,20:12:13,20:57:18,20:30:00,,159,96,184
489092,,ОГД,1,24.04.2024,23.04.2024 12:50:06,00:38:40,1,0,,,,,Заявка закончена,16:32:22,17:10:32,16:30:00,,159,130,96
489093,,ОГД,1,24.04.2024,23.04.2024 12:50:47,00:38:40,1,0,,,,,Заявка закончена,20:12:22,20:29:35,20:30:00,,159,96,130
489095,,ОГД,1,24.04.2024,23.04.2024 12:55:03,00:56:00,1,0,,,,,Заявка закончена,15:59:14,17:12:51,16:05:00,,159,66,96
489096,,ОГД,1,24.04.2024,23.04.2024 12:55:17,00:56:00,1,0,,,,,Заявка закончена,20:10:23,20:52:35,20:30:00,,159,96,66
489101,,ОГД,1,24.04.2024,23.04.2024 12:56:40,00:56:00,1,0,,,,,Заявка закончена,15:55:29,17:12:42,16:00:00,,159,66,96
489102,,ОГД,1,24.04.2024,23.04.2024 12:56:53,00:56:00,1,0,,,,,Заявка закончена,20:10:28,21:02:40,20:30:00,,159,96,66
489105,,ОГД,1,24.04.2024,23.04.2024 13:02:01,00:51:00,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,16:15:00,,159,64,96
489106,,ОГД,1,24.04.2024,23.04.2024 13:02:15,00:51:00,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,20:30:00,,159,96,64
489229,,ИЗТ,1,24.04.2024,23.04.2024 19:48:45,00:20:00,1,0,,,,,Заявка закончена,07:52:39,08:10:45,7:45:00,,160,6,6
489230,,ИЗТ,1,24.04.2024,23.04.2024 19:49:23,00:20:00,1,0,,,,,Заявка закончена,08:56:45,09:04:44,9:00:00,,160,6,6
488879,,ИО,1,24.04.2024,22.04.2024 18:39:08,01:03:00,0,2,,,,,Заявка закончена,17:41:04,18:40:50,17:39:00,,161,2,332
487960,,ИЗ,1,24.04.2024,20.04.2024 9:51:41,01:01:00,1,0,,,,,Заявка закончена,10:12:15,11:10:58,10:30:00,,162,364,18
487964,,ИЗ,1,24.04.2024,20.04.2024 9:52:52,01:01:00,1,0,,,,,Заявка закончена,18:17:00,18:53:51,18:15:00,,162,18,364
488871,,ИК,1,24.04.2024,22.04.2024 18:23:48,00:57:30,0,5,,,,,Заявка закончена,07:14:17,07:57:42,7:10:00,,163,6,139
488874,,ИК,1,24.04.2024,22.04.2024 18:25:04,00:34:20,0,4,,,,,Заявка закончена,12:56:32,13:12:20,13:00:00,,163,145,86
488875,,ИК,1,24.04.2024,22.04.2024 18:25:48,00:34:20,0,4,,,,,Заявка закончена,21:31:09,22:01:21,21:30:00,,163,86,145
488692,,ИЗТ,1,24.04.2024,22.04.2024 10:03:24,00:36:00,1,1,,,,,Заявка закончена,07:57:25,08:41:18,7:55:00,,164,80,29
488915,,ИЗТ,1,24.04.2024,22.04.2024 22:26:55,00:37:45,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,17:30:00,,164,29,156
489334,,ИК,1,24.04.2024,24.04.2024 10:51:04,00:49:10,0,4,,,,,Не подтверждена,00:00:00,00:00:00,16:30:00,,165,15,140
488942,,ИК,1,24.04.2024,23.04.2024 5:48:37,01:05:10,0,4,,,,,Заявка закончена,12:44:22,13:41:09,12:40:00,,166,24,107
489156,,ИК,1,24.04.2024,23.04.2024 14:33:46,00:43:00,0,4,,,,,Заявка закончена,14:58:12,15:22:31,15:00:00,,166,107,8
489157,,ИК,1,24.04.2024,23.04.2024 14:34:46,00:51:30,0,4,,,,,Заявка закончена,18:30:12,19:28:23,18:30:00,,166,8,24
485000,,ПЛ,1,24.04.2024,10.04.2024 10:06:27,00:52:10,0,1,,,,,Заявка закончена,17:39:17,18:35:26,17:45:00,,167,116,34
489205,,ИЗТ,1,24.04.2024,23.04.2024 17:18:18,00:57:40,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,9:30:00,,168,135,96
489258,,ИК,1,24.04.2024,23.04.2024 21:40:19,00:46:00,0,4,,,,,Не подтверждена,00:00:00,00:00:00,17:00:00,,169,198,167
488872,,ИО,1,24.04.2024,22.04.2024 18:24:05,01:01:40,0,2,,,,,Заявка закончена,06:55:06,07:46:50,6:52:00,,170,34,228
488210,,ДИ,1,24.04.2024,20.04.2024 20:06:57,00:58:50,0,3,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,7:30:00,,171,168,96
489271,,ИЗ,1,24.04.2024,23.04.2024 23:40:46,00:43:00,1,0,,,,,Заявка закончена,16:10:00,16:48:35,16:00:00,,172,129,34
489323,,ИЗТ,1,24.04.2024,24.04.2024 10:30:19,01:06:40,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,17:00:00,,173,25,185
484165,,ПЛ,1,24.04.2024,07.04.2024 11:21:35,00:52:30,0,1,,,,,Заявка закончена,20:29:25,21:16:28,20:20:00,,174,6,139
488784,,ИЗТ,1,24.04.2024,22.04.2024 13:26:18,00:38:00,1,0,,,,,Заявка закончена,06:46:55,07:20:12,6:45:00,,175,80,145
489209,,ДИ,1,24.04.2024,23.04.2024 18:19:22,00:46:30,0,3,,,,,Не подтверждена,00:00:00,00:00:00,13:10:00,,176,112,103
489210,,ДИ,1,24.04.2024,23.04.2024 18:19:47,00:49:00,0,3,,,,,Не подтверждена,00:00:00,00:00:00,16:10:00,,176,103,113
488337,,ИЗТ,1,24.04.2024,21.04.2024 11:11:14,01:04:00,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,11:00:00,,177,251,97
489270,,ИЗТ,1,24.04.2024,2024-04-23 23:37:47,01:04:00,1,0,,,,,Заявка закончена,12:56:11,13:47:09,13:00:00,,177,251,97
488657,,ДИ,1,24.04.2024,22.04.2024 8:45:18,00:47:00,0,3,,,,,Заявка закончена,14:28:30,15:37:35,14:30:00,,178,132,73
488658,,ДИ,1,24.04.2024,22.04.2024 8:45:34,00:49:00,0,3,,,,,Заявка закончена,18:00:23,18:40:34,18:00:00,,178,73,132
488968,,ИО,1,24.04.2024,23.04.2024 8:53:31,00:46:10,0,2,,,,,Заявка закончена,09:32:59,10:15:26,9:30:00,,179,6,15
488293,,ДИ,1,24.04.2024,21.04.2024 9:55:49,00:37:00,0,2,,,,,Заявка закончена,07:43:50,08:07:48,7:45:00,,180,256,243
488298,,ДИ,1,24.04.2024,21.04.2024 9:56:28,00:37:00,0,2,,,,,Заявка закончена,15:21:38,15:47:39,15:30:00,,180,243,256
488734,,ДИ,1,24.04.2024,22.04.2024 11:30:53,00:40:40,0,5,,,,,Заявка закончена,09:00:00,09:34:28,8:58:00,,181,29,34
489152,,ИУ,1,24.04.2024,23.04.2024 14:26:26,01:28:00,0,1,,,,,Заявка закончена,08:50:00,10:18:00,8:50:00,,182,311,330
488736,,ДИ,1,24.04.2024,22.04.2024 11:33:22,00:51:15,0,3,,,,,Заявка закончена,10:04:44,10:47:19,10:10:00,,183,183,121
489129,,ДИ,1,24.04.2024,23.04.2024 13:40:03,00:54:20,0,3,,,,,Заявка закончена,12:28:34,13:16:09,12:30:00,,183,121,357
488742,,ИК,1,24.04.2024,22.04.2024 11:37:00,00:44:10,0,4,,,,,Не подтверждена,00:00:00,00:00:00,17:20:00,,184,164,128
488743,,ИК,1,24.04.2024,22.04.2024 11:37:15,00:40:55,0,4,,,,,Не подтверждена,00:00:00,00:00:00,21:30:00,,184,128,183
489311,,ИК,1,24.04.2024,24.04.2024 10:01:49,00:40:55,0,4,,,,,Не подтверждена,00:00:00,00:00:00,23:30:00,,184,128,183
489076,,ДИ,1,24.04.2024,23.04.2024 12:34:05,01:18:00,0,3,,,,,Заявка закончена,15:29:37,16:44:34,15:30:00,,185,171,66
489077,,ДИ,1,24.04.2024,23.04.2024 12:34:40,01:18:00,0,3,,,,,Заявка закончена,23:04:00,00:13:00,23:00:00,,185,66,171
488829,,РДК,1,24.04.2024,22.04.2024 16:17:43,00:36:50,0,1,,,,,Не подтверждена,00:00:00,00:00:00,9:40:00,,186,364,107
488831,,РДК,1,24.04.2024,22.04.2024 16:18:08,00:36:50,0,2,,,,,Заявка закончена,12:47:14,13:22:16,12:40:00,,186,107,364
489259,,ИЗТ,1,24.04.2024,23.04.2024 21:56:57,01:42:05,1,0,,,,,Заявка закончена,08:10:00,09:56:49,7:50:00,,187,256,35
489260,,ИЗТ,1,24.04.2024,23.04.2024 21:57:51,01:17:10,1,0,,,,,Заявка закончена,12:41:43,13:17:20,12:50:00,,187,35,157
